"","Codigo_nacional","Estación","Latitud","Longitud","Altura","Region","Macrozona","Comuna","Cuenca","Subcuenca"
"1031","390010","Chan chan DMC",-39.86139,-72.13278,139,"Región de Los Ríos","Sur","Panguipulli","Rio Valdivia","R. San Pedro (Entre desague L. Panguipulli y Bajo R. Quinchilca)"
"1032","350051","Chanco fdf DMC",-35.73,-72.54111,90,"Región del Maule","Centro","Chanco","Costeras Maule y Limite Region","Costeras entre Rio Reloca y Rio Curanilahue"
"1033","350070","Chanco inia DMC",-35.70667,-72.51139,60,"Región del Maule","Centro","Chanco","Costeras Maule y Limite Region","Costeras entre Rio Reloca y Rio Curanilahue"
"1034","350033","Chanco reserva federico albert DMC",-35.73167,-72.53583,59,"Región del Maule","Centro","Chanco","Costeras Maule y Limite Region","Costeras entre Rio Reloca y Rio Curanilahue"
"1035","350010","Chanco sendos DMC",-35.73305,-72.53361,58,"Región del Maule","Centro","Chanco","Costeras Maule y Limite Region","Costeras entre Rio Reloca y Rio Curanilahue"
"1036","260002","Channaral ad DMC",-26.33222,-70.61083,23,"Región de Atacama","Norte","Chañaral","Rio Salado","Rio Salado Bajo"
"1037","340051","Chanqueahue DMC",-34.43667,-70.78833,472,"Región del Libertador Bernardo O'Higgins","Centro","Rengo","Rio Rapel","Cachapoal Bajo"
"1038","180006","Chapiquinna reten DMC",-18.395,-69.53611,3390,"Región de Arica y Parinacota","Norte","Putre","Rio San Jose","Azapa Alto"
"1039","340131","Chepica DMC",-34.73861,-71.25805,207,"Región del Libertador Bernardo O'Higgins","Centro","Chépica","Rio Rapel","Tinguiririca Bajo"
"1040","340037","Chepica sendos DMC",-34.72889,-71.27417,203,"Región del Libertador Bernardo O'Higgins","Centro","Chépica","Rio Rapel","Tinguiririca Bajo"
"1041","360076","Chiguayante DMC",-36.91361,-73.03556,23,"Región del Bío-Bío","Centro","Chiguayante","Rio Bio-Bio","Rio Bio-Bio Bajo"
"1042","360024","Chiguayante essbio DMC",-36.92944,-73.02667,39,"Región del Bío-Bío","Centro","Chiguayante","Rio Bio-Bio","Rio Bio-Bio Bajo"
"1043","180010","Chilcaya reten DMC",-18.79389,-69.08444,4279,"Región de Arica y Parinacota","Norte","Putre","Altiplanicas","Salar de Surire"
"1044","460001","Chile chico ad DMC",-46.585,-71.68528,311,"Región de Aysén del Gral.Ibañez del Campo","Sur","Chile Chico","Rio Baker","Vertiente Sur Lago Jose Miguel Carrera"
"1045","460009","Chile chico dga DMC",-46.54361,-71.70889,215,"Región de Aysén del Gral.Ibañez del Campo","Sur","Chile Chico","Rio Baker","Vertiente Sur Lago Jose Miguel Carrera"
"1046","460010","Chile chico inia DMC",-46.54333,-71.69917,213,"Región de Aysén del Gral.Ibañez del Campo","Sur","Chile Chico","Rio Baker","Vertiente Sur Lago Jose Miguel Carrera"
"1047","360070","Chillan esperanza n 2 DMC",-36.80028,-71.66083,597,"Región del Ñuble","Centro","Pinto","Rio Itata","ñuble Bajo"
"1048","0","Chillan los colihues DMC",-36.63,-71.8925,86,"Región del Ñuble","Centro","Coihueco","Rio Itata","ñuble Bajo"
"1049","360046","Chillan mayulermo DMC",-36.82805,-71.86694,397,"Región del Ñuble","Centro","San Ignacio","Rio Itata","Itata Medio"
"1050","360045","Chillan quinchamali DMC",-36.62083,-72.3625,50,"Región del Ñuble","Centro","Chillán","Rio Itata","ñuble Bajo"
"1051","360066","Chillan viejo DMC",-36.63194,-72.12667,112,"Región del Ñuble","Centro","Chillán Viejo","Rio Itata","ñuble Bajo"
"1052","340124","Chimbarongo DMC",-34.67111,-71.03167,333,"Región del Libertador Bernardo O'Higgins","Centro","Chimbarongo","Rio Rapel","Tinguiririca Bajo"
"1053","340075","Chimbarongo fundo DMC",-34.72444,-71.00861,330,"Región del Libertador Bernardo O'Higgins","Centro","Chimbarongo","Rio Rapel","Tinguiririca Bajo"
"1054","340024","Chimbarongo subcomisaria DMC",-34.70889,-71.04028,313,"Región del Libertador Bernardo O'Higgins","Centro","Chimbarongo","Rio Rapel","Tinguiririca Bajo"
"1055","320049","Chincolco liceo agricola DMC",-32.2225,-70.83167,665,"Región de Valparaíso","Centro","Petorca","Rio Petorca","Rio Petorca Alto (hasta despues Junta Rio Sobrante)"
"1056","320922","Chincolco reten DMC",-32.21667,-70.83333,664,"Región de Valparaíso","Centro","Petorca","Rio Petorca","Rio Petorca Alto (hasta despues Junta Rio Sobrante)"
"1057","220021","Chiu chiu DMC",-22.32028,-68.65055,2557,"Región de Antofagasta","Norte","Calama","Rio Loa","Rio Loa Alto (bajo junta Rio Salado)"
"1058","330076","Chorombo hacienda DMC",-33.52944,-71.22917,145,"Región Metropolitana de Santiago","Centro","María Pinto","Rio Maipo","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)"
"1059","310019","Chuchinni DMC",-31.75556,-71.05889,391,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"1060","180009","Chucuyo reten DMC",-18.21833,-69.32083,4402,"Región de Arica y Parinacota","Norte","Putre","Altiplanicas","Rio Lauca"
"1061","180023","Chungara ajata DMC",-18.23528,-69.18333,4585,"Región de Arica y Parinacota","Norte","Putre","Altiplanicas","Lago Chungara"
"1062","180004","Chungara reten DMC",-18.28167,-69.13833,4572,"Región de Arica y Parinacota","Norte","Putre","Altiplanicas","Lago Chungara"
"1063","190004","Chusmiza DMC",-19.68333,-69.2,3300,"Región de Tarapacá","Norte","Huara","Pampa del Tamarugal","Pampa del Tamarugal"
"1064","440004","Cisnes puyuhuapi DMC",-44.32333,-72.55528,11,"Región de Aysén del Gral.Ibañez del Campo","Sur","Cisnes","Costeras e Islas entre R.Palena y R.Aisen","Costeras entre Rio Marchant y Seno Ventisquero"
"1065","360081","Cobquecura DMC",-36.12444,-72.79528,11,"Región del Ñuble","Centro","Cobquecura","Costeras entre limite Region y R. Itata","Costeras entre Limite Region y R. Taucu (Incl.)"
"1066","470007","Cochrane DMC",-47.24167,-72.58222,246,"Región de Aysén del Gral.Ibañez del Campo","Sur","Cochrane","Rio Baker","R. Baker entre Desague L. J. M. Carrera y R. de La Colonia"
"1067","340125","Codegua DMC",-34.11028,-70.65361,515,"Región del Libertador Bernardo O'Higgins","Centro","Codegua","Rio Rapel","Cachapoal Bajo"
"1068","340069","Codegua fundo DMC",-34.09361,-70.8475,460,"Región del Libertador Bernardo O'Higgins","Centro","Rancagua","Rio Rapel","Cachapoal Bajo"
"1069","340123","Codegua norte DMC",-34.10917,-70.63944,519,"Región del Libertador Bernardo O'Higgins","Centro","Codegua","Rio Rapel","Cachapoal Bajo"
"1070","180041","Codpa DMC",-18.8325,-69.74555,1870,"Región de Arica y Parinacota","Norte","Camarones","Costeras R. San Jose-Q.Camarones","Quebrada Vitor"
"1071","180011","Codpa reten DMC",-18.83305,-69.74444,1866,"Región de Arica y Parinacota","Norte","Camarones","Costeras R. San Jose-Q.Camarones","Quebrada Vitor"
"1072","360028","Coelemu reten DMC",-36.48639,-72.70028,36,"Región del Ñuble","Centro","Coelemu","Rio Itata","Itata Bajo"
"1073","360029","Coelemu sendos DMC",-36.49194,-72.69889,80,"Región del Ñuble","Centro","Coelemu","Rio Itata","Itata Bajo"
"1074","360084","Coihueco DMC",-36.55722,-71.81722,228,"Región del Ñuble","Centro","Coihueco","Rio Itata","ñuble Bajo"
"1075","310013","Coiron reten DMC",-31.90305,-70.77389,819,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"1076","350088","Colbun DMC",-35.6625,-71.45361,250,"Región del Maule","Centro","Colbún","Rio Maule","Rio Loncomilla"
"1077","340064","Colchagua DMC",-34.54556,-71.39194,152,"Región del Libertador Bernardo O'Higgins","Centro","Palmilla","Rio Rapel","Tinguiririca Bajo"
"1078","190010","Colchane DMC",-19.27694,-68.63972,3700,"Región de Tarapacá","Norte","Colchane","Altiplanicas","Entre Estero Sencata y Rio Sacaya"
"1079","190007","Colchane tte isluga DMC",-19.27639,-68.63778,3720,"Región de Tarapacá","Norte","Colchane","Altiplanicas","Entre Estero Sencata y Rio Sacaya"
"1080","410031","Colegual DMC",-41.22194,-73.25972,177,"Región de Los Lagos","Sur","Llanquihue","Rio Bueno","Rio Negro"
"1081","330903","Colina base aerea DMC",-33.21333,-70.66444,594,"Región Metropolitana de Santiago","Centro","Colina","Rio Maipo","Mapocho Bajo"
"1082","330083","Colina DMC",-33.20389,-70.69778,569,"Región Metropolitana de Santiago","Centro","Colina","Rio Maipo","Mapocho Bajo"
"1083","330172","Colina peldehue DMC",-33.14722,-70.66028,714,"Región Metropolitana de Santiago","Centro","Colina","Rio Maipo","Mapocho Bajo"
"1084","330162","Colina reg DMC",-33.16222,-70.64306,726,"Región Metropolitana de Santiago","Centro","Colina","Rio Maipo","Mapocho Bajo"
"1085","380064","Collipulli DMC",-38.00111,-72.24555,383,"Región de La Araucanía","Centro","Collipulli","Rio Bio-Bio","Rio Renaico"
"1086","340040","Colon DMC",-34.08722,-70.45333,1971,"Región del Libertador Bernardo O'Higgins","Centro","Machalí","Rio Rapel","Rio Cachapoal Alto (Hasta bajo junta Rio Claro)"
"1087","330035","Colonia de paine DMC",-33.8475,-70.74861,377,"Región Metropolitana de Santiago","Centro","Paine","Rio Maipo","Rio Maipo Medio"
"1088","310009","Colonia salamanca DMC",-31.80333,-70.93806,595,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"1089","370014","Colonia san gerardo DMC",-37.54083,-71.85833,382,"Región del Bío-Bío","Centro","Santa Bárbara","Rio Bio-Bio","Rio Duqueco"
"1090","350066","Colorado dga DMC",-35.64083,-71.26055,438,"Región del Maule","Centro","San Clemente","Rio Maule","Rio Claro"
"1091","340130","Coltauco DMC",-34.23778,-71.005,311,"Región del Libertador Bernardo O'Higgins","Centro","Coltauco","Rio Rapel","Cachapoal Bajo"
"1092","380025","Comaco curacautin DMC",-38.43778,-72.01,481,"Región de La Araucanía","Centro","Curacautín","Rio Imperial","Cautin Alto (hasta antes junta R. Quepe)"
"1093","310003","Combarbala essco DMC",-31.18528,-71.00139,906,"Región de Coquimbo","Norte","Combarbalá","Rio Limari","R. Guatulame (Muro Embalse Paloma)"
"1094","300903","Combarbala san marcos reten DMC",-30.95694,-71.06861,561,"Región de Coquimbo","Norte","Combarbalá","Rio Limari","R. Guatulame (Muro Embalse Paloma)"
"1095","310012","Combarbala subcomisaria DMC",-31.17778,-71.0025,887,"Región de Coquimbo","Norte","Combarbalá","Rio Limari","R. Guatulame (Muro Embalse Paloma)"
"1096","280006","Conay reten DMC",-28.97417,-70.13694,1448,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
"1097","360072","Concepcion dga DMC",-36.83305,-73.1,15,"Región del Bío-Bío","Centro","San Pedro de la Paz","Rio Bio-Bio","Rio Bio-Bio Bajo"
"1098","350058","Constitucion dga DMC",-35.34167,-72.4225,43,"Región del Maule","Centro","Constitución","Rio Maule","Maule Bajo"
"1099","350004","Constitucion g m DMC",-35.33333,-72.43333,7,"Región del Maule","Centro","Constitución","Rio Maule","Maule Bajo"
"1100","350027","Constitucion quivolgo DMC",-35.30583,-72.38444,12,"Región del Maule","Centro","Constitución","Rio Maule","Maule Bajo"
"1101","380016","Contulmo DMC",-38.03361,-73.225,110,"Región del Bío-Bío","Centro","Contulmo","Costeras Lebu-Paicavi","Rio Paicavi"
"1102","370026","Contulmo escuela agricola DMC",-38.01722,-73.23083,44,"Región del Bío-Bío","Centro","Contulmo","Costeras Lebu-Paicavi","Rio Paicavi"
"1103","340108","Convento viejo DMC",-34.76944,-71.13305,252,"Región del Libertador Bernardo O'Higgins","Centro","Chépica","Rio Rapel","Tinguiririca Bajo"
"1104","270020","Copiapo bodega DMC",-27.34361,-70.37305,346,"Región de Atacama","Norte","Copiapó","Rio Copiapo","R.  Copiapo Bajo"
"1105","270002","Copiapo chamonate ad DMC",-27.29944,-70.41417,305,"Región de Atacama","Norte","Copiapó","Rio Copiapo","R.  Copiapo Bajo"
"1106","270007","Copiapo DMC",-27.36139,-70.33972,380,"Región de Atacama","Norte","Copiapó","Rio Copiapo","R.  Copiapo Bajo"
"1107","270014","Copiapo inia DMC",-27.35,-70.41,346,"Región de Atacama","Norte","Copiapó","Rio Copiapo","R.  Copiapo Bajo"
"1108","270003","Copiapo particular DMC",-27.36805,-70.31,434,"Región de Atacama","Norte","Copiapó","Rio Copiapo","R.  Copiapo Bajo"
"1109","270009","Copiapo universidad de atacama DMC",-27.35889,-70.35333,362,"Región de Atacama","Norte","Copiapó","Rio Copiapo","R.  Copiapo Bajo"
"1110","0","Cordillera riesco DMC",-52.8425,-71.76417,450,"Región de Magallanes y Antártica Chilena","Sur","Río Verde","Costeras e Islas entre R Hollemberg, Golfo Alte. Laguna Blanca","Isla Riesco"
"1111","360049","Coronel de maule DMC",-36.05917,-72.47778,172,"Región del Maule","Centro","Cauquenes","Rio Maule","Perquilauquen Alto"
"1112","370042","Coronel DMC",-37.00472,-73.14028,57,"Región del Bío-Bío","Centro","Coronel","Costeras e Islas entre Rios Bio-Bio y Carampangue","Costeras entre Rio Bio-Bio y Rio Manco"
"1113","370002","Coronel sendos DMC",-37.03361,-73.14056,12,"Región del Bío-Bío","Centro","Coronel","Costeras e Islas entre Rios Bio-Bio y Carampangue","Costeras entre R. Manco (incl.) y R. Laraquete"
"1114","310002","Corral de julio ovalle DMC",-31.15,-71.61667,164,"Región de Coquimbo","Norte","Ovalle","Costeras entre R.Limari y R.Choapa","Costeras entre E.  El Almendro y Q. Totoral (Incl.)"
"1115","0","Corral essal DMC",-39.88806,-73.42389,13,"Región de Los Ríos","Sur",NA,NA,NA
"1116","340007","Coya DMC",-34.205,-70.52667,790,"Región del Libertador Bernardo O'Higgins","Centro","Machalí","Rio Rapel","Rio Cachapoal Alto (Hasta bajo junta Rio Claro)"
"1117","200907","Coyacagua pica DMC",-20.03917,-68.83028,3928,"Región de Tarapacá","Norte","Pica","Altiplanicas","Salar Del Huasco"
"1118","450015","Coyhaique alto DMC",-45.48028,-71.60444,730,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aisen","Rio Simpson"
"1119","450016","Coyhaique conaf DMC",-45.55111,-72.05889,340,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aisen","Rio Simpson"
"1120","450018","Coyhaique escuela agricola dga DMC",-45.57389,-72.02861,345,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aisen","Rio Simpson"
"1121","450002","Coyhaique escuela agricola DMC",-45.57889,-72.04889,356,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aisen","Rio Simpson"
"1122","450003","Coyhaique sag DMC",-45.57778,-72.07278,294,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aisen","Rio Simpson"
"1123","450024","Coyhaique valle simpson DMC",-45.74,-72.12583,290,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aisen","Rio Simpson"
"1124","0","Cristo redentor DMC",-32.825,-70.07083,3837,"Región de Valparaíso","Centro",NA,NA,NA
"1125","390034","Cuarta faja DMC",-39.11556,-72.60528,115,"Región de La Araucanía","Centro","Gorbea","Rio Tolten","Tolten Bajo"
"1126","320037","Cuesta chacabuco reten DMC",-32.91972,-70.675,930,"Región de Valparaíso","Centro","Rinconada","Rio Aconcagua","Aconcagua Medio"
"1127","390044","Cunco DMC",-39.00694,-72.25167,235,"Región de La Araucanía","Centro","Cunco","Rio Tolten","Rio Allipen"
"1128","380015","Cunco sendos DMC",-38.92944,-72.02444,372,"Región de La Araucanía","Centro","Cunco","Rio Tolten","Rio Allipen"
"1129","220012","Cupo dcp DMC",-22.11472,-68.31667,3385,"Región de Antofagasta","Norte","Calama","Rio Loa","Rio Loa Alto (bajo junta Rio Salado)"
"1130","380019","Curacautin essar DMC",-38.43861,-71.88805,536,"Región de La Araucanía","Centro","Curacautín","Rio Imperial","Cautin Alto (hasta antes junta R. Quepe)"
"1131","380030","Curacautin fdf DMC",-38.36833,-71.92722,662,"Región de La Araucanía","Centro","Curacautín","Rio Imperial","Cautin Alto (hasta antes junta R. Quepe)"
"1132","380906","Curacautin reten el troyo DMC",-38.25,-71.23333,1100,"Región de La Araucanía","Centro","Lonquimay","Rio Bio-Bio","Rio Bio-Bio Alto (Hasta despues junta Rio Lamin)"
"1133","330121","Curacavi ad DMC",-33.41111,-71.16778,208,"Región Metropolitana de Santiago","Centro","Curacaví","Rio Maipo","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)"
"1134","330178","Curacavi DMC",-33.43861,-71.02555,198,"Región Metropolitana de Santiago","Centro","Curacaví","Rio Maipo","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)"
"1135","330018","Curacavi tenencia DMC",-33.40194,-71.12305,208,"Región Metropolitana de Santiago","Centro","Curacaví","Rio Maipo","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)"
"1136","390013","Curaco en la balsa DMC",-39.05667,-72.20722,264,"Región de La Araucanía","Centro","Cunco","Rio Tolten","Rio Allipen"
"1137","370010","Curanilahue DMC",-37.48528,-73.33028,145,"Región del Bío-Bío","Centro","Curanilahue","Rio Lebu","Rio Curanilahue"
"1138","370949","Curanilahue la colcha fundo DMC",-37.43,-73.32972,150,"Región del Bío-Bío","Centro","Curanilahue","Rio Lebu","Rio Curanilahue"
"1139","350034","Curepto DMC",-35.16111,-72.06528,553,"Región del Maule","Centro","Curepto","Costeras Mataquito-Maule","Rio Huenchullami"
"1140","350002","Curepto essam DMC",-35.09667,-72.06194,60,"Región del Maule","Centro","Curepto","Rio Mataquito","Rio Mataquito"
"1141","340110","Curico DMC",-34.975,-71.24972,208,"Región del Maule","Centro","Curicó","Rio Mataquito","Rio Lontue"
"1142","340144","Curico tutuquen DMC",-34.96167,-71.31583,183,"Región del Maule","Centro","Curicó","Rio Mataquito","Rio Lontue"
"1143","320024","Curimon escuela agricola DMC",-32.78444,-70.68778,716,"Región de Valparaíso","Centro","San Felipe","Rio Aconcagua","Aconcagua Medio"
"1144","180018","Defensa civil arica DMC",-18.49111,-70.30139,71,"Región de Arica y Parinacota","Norte","Arica","Rio San Jose","Rio San Jose"
"1145","400044","Desague rupanco DMC",-40.75278,-72.66389,272,"Región de Los Lagos","Sur","Puyehue","Rio Bueno","Rio Rahue hasta antes junta Rio Negro"
"1146","270008","Desierto de atacama caldera ad DMC",-27.25444,-70.78111,197,"Región de Atacama","Norte","Caldera","Rio Copiapo","R.  Copiapo Bajo"
"1147","300907","Diaguitas reten vicunna DMC",-30.02278,-70.63417,709,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","R. Elqui Medio"
"1148","200006","Diego aracena iquique ap DMC",-20.54917,-70.18111,48,"Región de Tarapacá","Norte","Iquique","Costeras Tilviche-Loa","Salar De Soronel y Pampa Blanca"
"1149","0","Diego ramirez DMC",-56.50639,-68.72917,42,"Región de Magallanes y Antártica Chilena","Sur",NA,"Islas al sur del Canal Beagle y Territorio Antartico","Islas Diego Ramirez"
"1150","360056","Digua embalse dga DMC",-36.25667,-71.54833,399,"Región del Maule","Centro","Parral","Rio Maule","Perquilauquen Alto"
"1151","360006","Digua embalse DMC",-36.25694,-71.54833,399,"Región del Maule","Centro","Parral","Rio Maule","Perquilauquen Alto"
"1152","360077","Diguillin san lorenzo DMC",-36.92444,-71.57583,721,"Región del Ñuble","Centro","Pinto","Rio Itata","Itata Medio"
"1153","360946","Digullin embalse chillan DMC",-36.8,-71.88333,800,"Región del Ñuble","Centro","San Ignacio","Rio Itata","Itata Medio"
"1154","370013","Dimilhue fundo DMC",-37.53583,-71.875,369,"Región del Bío-Bío","Centro","Santa Bárbara","Rio Bio-Bio","Rio Duqueco"
"1155","380061","Dominguez DMC",-38.91861,-73.24028,93,"Región de La Araucanía","Centro","Saavedra","Rio Budi","Rio Budi"
"1156","350015","Don bosco linares escuela agricola DMC",-35.85222,-71.58139,170,"Región del Maule","Centro","Linares","Rio Maule","Rio Loncomilla"
"1157","350040","Dunas de chanco pahuil DMC",-35.64472,-72.56833,23,"Región del Maule","Centro","Chanco","Costeras Maule y Limite Region","Rio Reloca"
"1158","340098","El arenal DMC",-34.35583,-70.99139,266,"Región del Libertador Bernardo O'Higgins","Centro","Quinta de Tilcoco","Rio Rapel","Cachapoal Bajo"
"1159","330003","El belloto ad DMC",-33.0475,-71.41667,121,"Región de Valparaíso","Centro","Quilpué","Costeras entre Aconcagua y Maipo","E. Marga-Marga"
"1160","330027","El bosque base aerea DMC",-33.5625,-70.685,574,"Región Metropolitana de Santiago","Centro","El Bosque","Rio Maipo","Mapocho Bajo"
"1161","180013","El buitre arica ad DMC",-18.50861,-70.28722,107,"Región de Arica y Parinacota","Norte","Arica","Rio San Jose","Rio San Jose"
"1162","400039","El cardal DMC",-40.38667,-72.91917,80,"Región de Los Ríos","Sur","Río Bueno","Rio Bueno","Rio Pilmaiquen"
"1163","350009","El carmen de chanco DMC",-35.70889,-72.54611,56,"Región del Maule","Centro","Chanco","Costeras Maule y Limite Region","Costeras entre Rio Reloca y Rio Curanilahue"
"1164","320001","El carmen de totoralillo DMC",-32.02528,-71.50528,79,"Región de Coquimbo","Norte","Los Vilos","Costeras entre R.Choapa y R.Quilimari","Costeras entre Estero Pupio y Rio Quilimari"
"1165","340071","El carmen fundo DMC",-34.08333,-70.81667,350,"Región del Libertador Bernardo O'Higgins","Centro","Rancagua","Rio Rapel","Cachapoal Bajo"
"1166","360082","El carmen nniquen DMC",-36.29361,-71.88805,171,"Región del Ñuble","Centro","ñiquén","Rio Maule","Perquilauquen Alto"
"1167","360090","El carmen trehualemu DMC",-36.92083,-71.89333,376,"Región del Ñuble","Centro","El Carmen","Rio Itata","Itata Medio"
"1168","450019","El claro DMC",-45.58111,-72.09222,319,"Región de Aysén del Gral.Ibañez del Campo","Sur","Coyhaique","Rio Aisen","Rio Simpson"
"1169","320039","El cobre fundo sta maria pullally DMC",-32.43667,-71.35361,57,"Región de Valparaíso","Centro","Papudo","Rio Ligua","Rio Ligua Bajo (Entre Estero Los Angeles y Desembocadura)"
"1170","330077","El colorado DMC",-33.35,-70.29361,2750,"Región Metropolitana de Santiago","Centro","Lo Barnechea","Rio Maipo","R.  Mapocho Alto"
"1171","370016","El huachi DMC",-37.66944,-71.82861,373,"Región del Bío-Bío","Centro","Santa Bárbara","Rio Bio-Bio","Rio Bio-Bio entre Rio Ranquil y Rio Duqueco"
"1172","370036","El huerton liceo agricola los angeles DMC",-37.45694,-72.275,173,"Región del Bío-Bío","Centro","Los Angeles","Rio Bio-Bio","Rio Bio-Bio entre Rio Vergara y Rio Laja"
"1173","320013","El ingenio fundo DMC",-32.48167,-71.1325,125,"Región de Valparaíso","Centro","Cabildo","Rio Ligua","Rio Ligua Bajo (Entre Estero Los Angeles y Desembocadura)"
"1174","220002","El loa calama ad DMC",-22.49806,-68.8925,2321,"Región de Antofagasta","Norte","Calama","Rio Loa","Loa Medio (entre R.  Salado y Q. de Barrera)"
"1175","220901","El loa chuquicamata codelco DMC",-22.29944,-68.89389,2854,"Región de Antofagasta","Norte","Calama","Rio Loa","Loa Medio (entre R.  Salado y Q. de Barrera)"
"1176","380059","El membrillo DMC",-38.83417,-71.6825,527,"Región de La Araucanía","Centro","Melipeuco","Rio Tolten","Rio Allipen"
"1177","330160","El milagro buin DMC",-33.75444,-70.76444,460,"Región Metropolitana de Santiago","Centro","Buin","Rio Maipo","Rio Maipo Medio"
"1178","410010","El mirador fundo DMC",-41.33333,-72.95,140,"Región de Los Lagos","Sur","Puerto Varas","Cuencas e Islas entre R.Bueno y R. Puelo","Rio Maullin"
"1179","290006","El molle reten DMC",-29.97778,-70.95194,370,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","R. Elqui Medio"
"1180","330181","El monte DMC",-33.69194,-71.10111,223,"Región Metropolitana de Santiago","Centro","El Monte","Rio Maipo","Rio Maipo Bajo (Entre Rio Mapocho y Desembocadura)"
"1181","330053","El olivar u f santa maria DMC",-33.03778,-71.48667,139,"Región de Valparaíso","Centro","Viña del Mar","Costeras entre Aconcagua y Maipo","E. Marga-Marga"
"1182","330113","El paico DMC",-33.70639,-71.00805,275,"Región Metropolitana de Santiago","Centro","Talagante","Rio Maipo","Rio Maipo Medio"
"1183","300045","El palqui DMC",-30.77444,-70.92694,504,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","R. Guatulame (Muro Embalse Paloma)"
"1184","280007","El parral DMC",-28.97944,-70.19722,1265,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
"1185","280009","El pino DMC",-28.46833,-71.16194,37,"Región de Atacama","Norte","Huasco","Rio Huasco","Rio Huasco"
"1186","340905","El porvenir fundo DMC",-34.08694,-70.6725,501,"Región del Libertador Bernardo O'Higgins","Centro","Codegua","Rio Rapel","Cachapoal Bajo"
"1187","340029","El romeral essam DMC",-34.96028,-71.12528,311,"Región del Maule","Centro","Romeral","Rio Mataquito","Rio Lontue"
"1188","340058","El romero DMC",-34.35444,-71.87833,498,"Región del Libertador Bernardo O'Higgins","Centro","Pichilemu","Costeras Rapel-E.Nilahue","Costeras entre E. Topocalma y E. Nilahue"
"1189","260001","El salvador comisaria DMC",-26.24639,-69.62611,2240,"Región de Atacama","Norte","Diego de Almagro","Rio Salado","Rio Salado Alto (hasta Quebrada Del Chanaral)"
"1190","320064","El soldado dcp DMC",-32.00667,-70.32139,3290,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Alto (hasta abajo junta Rio Cuncumen)"
"1191","370017","El tambillo fundo DMC",-37.54944,-72.65833,98,"Región del Bío-Bío","Centro","Nacimiento","Rio Bio-Bio","Rios Malleco y Vergara"
"1192","340113","El tambo DMC",-34.47111,-70.98694,250,"Región del Libertador Bernardo O'Higgins","Centro","San Vicente","Rio Rapel","Cachapoal Bajo"
"1193","340067","El tambo fundo DMC",-34.45222,-71.00389,240,"Región del Libertador Bernardo O'Higgins","Centro","San Vicente","Rio Rapel","Cachapoal Bajo"
"1194","300912","El tambo reten DMC",-30.04083,-70.81472,565,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","R. Elqui Medio"
"1195","320035","El tambo san felipe tocornal DMC",-32.75528,-70.70639,672,"Región de Valparaíso","Centro","San Felipe","Rio Aconcagua","Aconcagua Medio"
"1196","300008","El tangue hacienda DMC",-30.34833,-71.55889,21,"Región de Coquimbo","Norte","Coquimbo","Costeras entre Elqui y Limari","Q. Camarones (Incl. - R. Limari"
"1197","220001","El tatio DMC",-22.35,-68.05,4320,"Región de Antofagasta","Norte","Calama","Rio Loa","Rio Loa Alto (bajo junta Rio Salado)"
"1198","410005","El tepual puerto montt ap DMC",-41.4475,-73.09583,87,"Región de Los Lagos","Sur","Puerto Montt","Cuencas e Islas entre R.Bueno y R. Puelo","Rio Maullin"
"1199","290901","El tofo tenencia DMC",-29.45472,-71.24694,790,"Región de Coquimbo","Norte","La Higuera","Rio los Choros","Q. Los Choros entre Q. del Pelicano y desembocadura"
"1200","300034","El tololo DMC",-30.16833,-70.80361,2154,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","R. Elqui Medio"
"1201","370009","El torreon DMC",-37.39389,-72.93972,225,"Región del Bío-Bío","Centro","Nacimiento","Rio Bio-Bio","Rio Bio-Bio entre Rio Vergara y Rio Laja"
"1202","280017","El transito DMC",-28.87361,-70.28194,1108,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
